Product Id,Product Handle,Product Title,Product Subtitle,Product Status,Product External Id,Product Description,Product Is Giftcard,Product Discountable,Product Thumbnail,Product Collection Id,Product Type Id,Product Weight,Product Length,Product Height,Product Width,Product Hs Code,Product Origin Country,Product Mid Code,Product Material,Product Created At,Product Updated At,Product Deleted At,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Sales Channel 1,Variant Id,Variant Title,Variant Sku,Variant Barcode,Variant Ean,Variant Upc,Variant Allow Backorder,Variant Manage Inventory,Variant Hs Code,Variant Origin Country,Variant Mid Code,Variant Material,Variant Weight,Variant Length,Variant Height,Variant Width,Variant Metadata,Variant Variant Rank,Variant Thumbnail,Variant Product Id,Variant Created At,Variant Updated At,Variant Deleted At,Variant Price USD,Variant Price EUR,Variant Option 1 Id,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Id,Variant Option 2 Name,Variant Option 2 Value,Variant Image 1,Variant Image 2,Variant Image 3,Variant Image 4,Product Image 5,Product Image 6,Product Image 7,Variant Price INR,Variant Image 5,Variant Image 6,Variant Image 7,Product Image 8,Product Image 9,Product Image 10,Product Image 11,Product Image 12,Product Image 13,Product Image 14,Product Image 15,Product Image 16,Product Image 17,Variant Image 8,Variant Image 9,Variant Image 10,Variant Image 11,Variant Image 12,Variant Image 13,Variant Image 14,Variant Image 15,Variant Image 16,Variant Image 17
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM133ZHK2BPR0KGJCTFT18,S / Black,SHIRT-S-BLACK,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,S,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,Black,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM1340J2REVFW5EWJQZBDG,S / White,SHIRT-S-WHITE,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,S,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,White,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM1341B5044GXK40CJMJWS,M / Black,SHIRT-M-BLACK,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,M,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,Black,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM134234VY30GKJKYR1XXD,M / White,SHIRT-M-WHITE,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,M,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,White,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM1343PRJJH61TXGN2HFN9,L / Black,SHIRT-L-BLACK,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,L,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,Black,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM1344YXSMB3Z9PJ1RD690,L / White,SHIRT-L-WHITE,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,L,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,White,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM1344NRBNDRH7CHJEMNG1,XL / Black,SHIRT-XL-BLACK,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,XL,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,Black,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HNB3B06MTFGRDQ6HER,t-shirt,Medusa T-Shirt,,published,,"Reimagine the feeling of a classic T-shirt. With our cotton T-shirts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM1345FZGQVZ3RPRD4PDWY,XL / White,SHIRT-XL-WHITE,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HNB3B06MTFGRDQ6HER,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,XL,opt_01KYYM12E5S6RCR0PE1ZDH1XGC,Color,White,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-black-back.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/tee-white-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HPCG0WKM9PV50YN7NH,shorts,Medusa Shorts,,published,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM134BRDWRDNWCJHSJWPAH,S,SHORTS-S,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HPCG0WKM9PV50YN7NH,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,S,,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prod_01KYYM12HPCG0WKM9PV50YN7NH,shorts,Medusa Shorts,,published,,"Reimagine the feeling of classic shorts. With our cotton shorts, everyday essentials no longer have to be ordinary.",false,true,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,,,400,,,,,,,,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,sc_01KYYM10T2S0GBNVGXG96MYD0X,variant_01KYYM134BG6QZAAFWQC3WMVNA,M,SHORTS-M,,,,false,true,,,,,,,,,,0,,prod_01KYYM12HPCG0WKM9PV50YN7NH,Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),Sat Aug 01 2026 08:15:51 GMT-0400 (Eastern Daylight Time),,15,10,opt_01KYYM12E37TPX938Z7BSMYF9N,Size,M,,,,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-front.png,https://medusa-public-images.s3.eu-west-1.amazonaws.com/shorts-vintage-back.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
